id,category,category_label,author,title,subtitle,price_usd,price_usd_cents,price_inr,checkout_type,gumroad_permalink,gumroad_url,whop_plan,superprofile_url,pain_point,takeaways,excerpt,preview_pdf_url,deliverable_file_path,file_size_mb
in-gst-filing-99,indian,Indian Wealth • GST Filing Mastery (NEW),Sanjay Shharma,GST Filing Mastery (NEW) — Book 1: 7-Step Audit & Checklist,Tier 1 • Quick-Action Audit • Identify hidden mistakes and instant red flags before taking action.,$12,1200,₹99,superprofile,gst-filing-mastery-new-book-1-7-step-audit-checklist,https://adorisedigital.gumroad.com/l/gst-filing-mastery-new-book-1-7-step-audit-checklist,plan_in_gst_filing_99,https://superprofile.bio/adorisedigital,"Error-free monthly returns, ITC 2B matching, and notice defense.",Actionable framework for gst filing mastery (new) at the tier 1 • quick-action audit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\GST Filing Mastery (NEW)\GST_Return_Calendar_Reconciliation.pdf,0.11
in-gst-filing-299,indian,Indian Wealth • GST Filing Mastery (NEW),Sanjay Shharma,GST Filing Mastery (NEW) — Book 2: Tactical Implementation Manual,"Tier 2 • Core Blueprint • Complete step-by-step frameworks, calculations, and strategic protocols.",$24,2400,₹299,superprofile,gst-filing-mastery-new-book-2-tactical-implementation-manual,https://adorisedigital.gumroad.com/l/gst-filing-mastery-new-book-2-tactical-implementation-manual,plan_in_gst_filing_299,https://superprofile.bio/adorisedigital,"Error-free monthly returns, ITC 2B matching, and notice defense.",Actionable framework for gst filing mastery (new) at the tier 2 • core blueprint level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\GST Filing Mastery (NEW)\GST_GSTR1_3B_ITC_Guide.pdf,0.16
in-gst-filing-799,indian,Indian Wealth • GST Filing Mastery (NEW),Sanjay Shharma,GST Filing Mastery (NEW) — Book 3: Legal Templates & Dispute Drafts,"Tier 3 • Masterclass Toolkit • Full battle-tested bank letters, legal notices, and compliance workflows.",$39,3900,₹799,superprofile,gst-filing-mastery-new-book-3-legal-templates-dispute-drafts,https://adorisedigital.gumroad.com/l/gst-filing-mastery-new-book-3-legal-templates-dispute-drafts,plan_in_gst_filing_799,https://superprofile.bio/adorisedigital,"Error-free monthly returns, ITC 2B matching, and notice defense.",Actionable framework for gst filing mastery (new) at the tier 3 • masterclass toolkit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\GST Filing Mastery (NEW)\GST_Filing_Complete_System.pdf,0.19
in-gst-refund-99,indian,Indian Wealth • GST Refund Bible (NEW),Sanjay Shharma,GST Refund Bible (NEW) — Book 1: 7-Step Audit & Checklist,Tier 1 • Quick-Action Audit • Identify hidden mistakes and instant red flags before taking action.,$12,1200,₹99,superprofile,gst-refund-bible-new-book-1-7-step-audit-checklist,https://adorisedigital.gumroad.com/l/gst-refund-bible-new-book-1-7-step-audit-checklist,plan_in_gst_refund_99,https://superprofile.bio/adorisedigital,Fast-track stuck export refunds and inverted duty structure cash recovery.,Actionable framework for gst refund bible (new) at the tier 1 • quick-action audit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\GST Refund Bible (NEW)\GST_Inverted_Duty_LUT_Guide.pdf,0.12
in-gst-refund-299,indian,Indian Wealth • GST Refund Bible (NEW),Sanjay Shharma,GST Refund Bible (NEW) — Book 2: Tactical Implementation Manual,"Tier 2 • Core Blueprint • Complete step-by-step frameworks, calculations, and strategic protocols.",$24,2400,₹299,superprofile,gst-refund-bible-new-book-2-tactical-implementation-manual,https://adorisedigital.gumroad.com/l/gst-refund-bible-new-book-2-tactical-implementation-manual,plan_in_gst_refund_299,https://superprofile.bio/adorisedigital,Fast-track stuck export refunds and inverted duty structure cash recovery.,Actionable framework for gst refund bible (new) at the tier 2 • core blueprint level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\GST Refund Bible (NEW)\GST_RFD01_Export_Refund_Guide.pdf,0.16
in-gst-refund-799,indian,Indian Wealth • GST Refund Bible (NEW),Sanjay Shharma,GST Refund Bible (NEW) — Book 3: Legal Templates & Dispute Drafts,"Tier 3 • Masterclass Toolkit • Full battle-tested bank letters, legal notices, and compliance workflows.",$39,3900,₹799,superprofile,gst-refund-bible-new-book-3-legal-templates-dispute-drafts,https://adorisedigital.gumroad.com/l/gst-refund-bible-new-book-3-legal-templates-dispute-drafts,plan_in_gst_refund_799,https://superprofile.bio/adorisedigital,Fast-track stuck export refunds and inverted duty structure cash recovery.,Actionable framework for gst refund bible (new) at the tier 3 • masterclass toolkit level. | Direct copy-paste checklists and templates designed for the Indian banking & regulatory system. | Immediate digital download with life-time reference access.,"In the Indian financial ecosystem, knowing the official circulars and automated rules separates those who get rejected from those who walk away with approved sanctions.",,C:\Users\HOME_PC\Downloads\Mini Books\GST Refund Bible (NEW)\GST_Refund_Complete_System.pdf,0.19
ai-01,ai,AI Wealth • Autonomous Agency,Sanjay Shharma,The AI Agent Blueprint,"Building, Deploying, and Monetizing Autonomous Software Fleets for Businesses",$19.99,1998,"₹1,899",whop,the-ai-agent-blueprint,https://adorisedigital.gumroad.com/l/the-ai-agent-blueprint,plan_ai_01,https://superprofile.bio/adorisedigital,Entrepreneurs stuck working 16 hours a day doing repetitive operational tasks an autonomous agent could solve.,"Architecting autonomous reasoning agents using open-source frameworks. | Integrating CRM, email, and database hooks into self-healing workflows. | Packaging AI agents as $2,000/month recurring B2B retainer services.","In 2026, employee headcount is a liability; autonomous agent fleets are your real equity. Here is how to architect software that operates your business while you sleep.",,C:\Users\HOME_PC\Downloads\Mini Books\The AI Agent Series\The_AI_Agent_Blueprint_Bundle.zip,2.19
ai-02,ai,AI Wealth • Agency Scaling,Sanjay Shharma,The AI Agency Playbook,"From Zero to $50,000/Month Offering Turnkey AI Automation to Local Businesses",$19.99,1998,"₹1,899",whop,the-ai-agency-playbook,https://adorisedigital.gumroad.com/l/the-ai-agency-playbook,plan_ai_02,https://superprofile.bio/adorisedigital,Agencies competing in red-ocean web design or social media management for razor-thin margins.,"The 5 highest-margin AI automation offers SMBs will pay $5,000 for immediately. | Cold client acquisition scripts that bypass gatekeepers directly to owners. | Fulfillment SOPs to deliver turnkey systems in under 7 days with zero code.",Stop selling Facebook ads. Sell doctors and contractors a system that captures 40 missed calls a month and turns them into booked revenue. It is an offer they cannot refuse.,,C:\Users\HOME_PC\Downloads\Mini Books\The AI Agent Series\The_AI_Agency_Playbook_Bundle\The_AI_Agency_Playbook_Bundle.zip,1.77
ai-03,ai,AI Wealth • Content Engines,Sanjay Shharma,The AI Content Agent,"Autonomous Video, Social Scheduling, and Programmatic SEO Without Human Bottlenecks",$19.99,1998,"₹1,899",whop,the-ai-content-agent,https://adorisedigital.gumroad.com/l/the-ai-content-agent,plan_ai_03,https://superprofile.bio/adorisedigital,"Content creators and brands exhausted by the daily grind of filming, editing, and posting.","Building end-to-end 9:16 vertical short-form video pipelines using GPU rendering. | Connecting Adorise Social APIs for multi-channel autonomous scheduling. | Generating 1,000+ indexed programmatic SEO solution pages to capture Google search.",You don't need a 5-person content team. You need one Python script connected to high-speed GPUs and headless publishing APIs.,,C:\Users\HOME_PC\Downloads\Mini Books\The AI Agent Series\The_AI_Content_Agent_Bundle.zip,1.84
ai-04,ai,AI Wealth • Practical Systems,Sanjay Shharma,The AI Agent Action Workbook,"Interactive Architecture Schemas, Code Snippets, and Integration Worksheets",$19.99,1998,"₹1,899",whop,the-ai-agent-action-workbook,https://adorisedigital.gumroad.com/l/the-ai-agent-action-workbook,plan_ai_04,https://superprofile.bio/adorisedigital,Theoretical knowledge without concrete implementation templates and architecture schemas.,Fill-in-the-blank system integration worksheets for client onboarding. | Standard operating procedure (SOP) blueprints for webhook data pipelines. | Debugging checklists to ensure 99.9% uptime for autonomous business logic.,Theory makes you sound smart at dinner parties; execution sheets make your bank account ring. Open this workbook and build your first deployed agent today.,,C:\Users\HOME_PC\Downloads\Mini Books\The AI Agent Series\The_AI_Agent_Workbook_Bundle.zip,1.93
ai-05,ai,AI Wealth • Developer Prompts,Sanjay Shharma,The AI Agent Cheat Sheets & System Prompts,"50+ Battle-Tested System Prompts for Customer Service, Lead Scraping & Cold Email",$19.99,1998,"₹1,899",whop,the-ai-agent-cheat-sheets-system-prompts,https://adorisedigital.gumroad.com/l/the-ai-agent-cheat-sheets-system-prompts,plan_ai_05,https://superprofile.bio/adorisedigital,"AI outputs that sound robotic, hallucinate facts, or trigger defensive client reactions.",High-EQ de-escalation system prompts that neutralize hostile customer inquiries. | Outbound prospect qualification rubrics that reject 100% of generic gatekeeper leads. | Zero-hallucination factual guardrail constraints for mission-critical client databases.,The difference between an amateur AI chatbot and an enterprise automation system is three lines of system constraints. Copy these battle-tested prompts directly into your stack.,,C:\Users\HOME_PC\Downloads\Mini Books\The AI Agent Series\The_AI_Agent_Cheat_Sheets_Bundle.zip,1.97
ai-06,ai,AI Receptionist • Flagship Hero,Sanjay Shharma,Never Miss Another Call,"How Front-Desk Voice AI Captures $100,000 in Lost Revenue for High-Ticket Businesses",$19.99,1998,"₹1,899",whop,never-miss-another-call,https://adorisedigital.gumroad.com/l/never-miss-another-call,plan_ai_06,https://superprofile.bio/adorisedigital,"62% of business phone calls go unanswered after hours, dumping high-paying clients to competitors.","The terrifying economics of the unanswered front-desk phone call. | How natural voice AI answers 24/7, qualifies patient/client intent, and books calendar slots. | Case studies of clinics and contractors booking ₹10L+ in additional monthly revenue.","When a water pipe bursts at 9 PM or an emergency toothache strikes on Sunday, the customer calls the first three names on Google. If you don't answer, your competitor gets the check.",/previews/Never_Miss_Another_Call_3_Chapter_Preview.pdf,C:\Users\HOME_PC\Downloads\Mini Books\The AI Receptionist Series\01-Never_Miss_Another_Call_Bundle.zip,2.34
ai-07,ai,AI Receptionist • Technical Blueprint,Sanjay Shharma,The AI Receptionist Blueprint,"Architecture, Twilio SIP Trunking, ElevenLabs Latency, and CRM Integration",$19.99,1998,"₹1,899",whop,the-ai-receptionist-blueprint,https://adorisedigital.gumroad.com/l/the-ai-receptionist-blueprint,plan_ai_07,https://superprofile.bio/adorisedigital,Voice AI systems that suffer from 3-second latency pauses that destroy caller trust.,"Achieving sub-500ms voice latency using WebRTC and streaming speech pipelines. | Handling live interruptions, accents, background noise, and telephony fallback. | Seamless live calendar booking and automated confirmation SMS dispatch.",A voice AI that takes two seconds to respond feels like talking to a robot on Mars. A voice AI that responds in 400 milliseconds feels like speaking to your best employee.,,C:\Users\HOME_PC\Downloads\Mini Books\The AI Receptionist Series\02-The_AI_Receptionist_Blueprint_Bundle.zip,2.07
ai-08,ai,AI Receptionist • Executive Guide,Sanjay Shharma,The AI Receptionist Buyer's Guide,What Founders Must Know Before Buying or Building an Automated Voice Agent,$19.99,1998,"₹1,899",whop,the-ai-receptionist-buyer-s-guide,https://adorisedigital.gumroad.com/l/the-ai-receptionist-buyer-s-guide,plan_ai_08,https://superprofile.bio/adorisedigital,Business owners getting scammed by low-quality agencies selling fragile ChatGPT wrappers.,The 10 critical security and HIPAA/GDPR questions to ask any AI vendor. | Understanding true telephony and token infrastructure costs vs. agency markup. | How to test a voice agent's de-escalation capability before putting it in front of clients.,"Don't sign a $10,000 AI contract until you read this checklist. Know exactly what technology you are paying for and what questions make dishonest vendors squirm.",,C:\Users\HOME_PC\Downloads\Mini Books\The AI Receptionist Series\03-The_AI_Receptionist_Buyers_Guide_Bundle.zip,2.07
ai-09,ai,AI Receptionist • Trade Services,Sanjay Shharma,"AI Front Desk for HVAC, Plumbing & Home Services",Capturing Emergency Dispatch Calls 24/7 While Your Technicians Are on Jobs,$19.99,1998,"₹1,899",whop,ai-front-desk-for-hvac-plumbing-home-services,https://adorisedigital.gumroad.com/l/ai-front-desk-for-hvac-plumbing-home-services,plan_ai_09,https://superprofile.bio/adorisedigital,"Trade contractors losing $5,000 emergency replacement jobs because their crew was working on a roof.",Emergency triage prompts that distinguish a minor leak from a flooded basement. | Automated technician dispatch routing based on geographic proximity. | Booking deposits over the phone before the technician ever leaves the shop.,"Your technicians are paid to fix air conditioners and install water heaters, not answer ringing cell phones while balancing on a ladder. Let AI answer the call and lock in the deposit.",,C:\Users\HOME_PC\Downloads\Mini Books\The AI Receptionist Series\04-AI_for_HVAC_Plumbing_Home_Services_Bundle.zip,2.20
ai-10,ai,AI Receptionist • Professional Practices,Sanjay Shharma,"AI Front Desk for Law Firms, Dentists & Real Estate",Qualifying High-Net-Worth Consultations and Managing Appointments Without Burnout,$19.99,1998,"₹1,899",whop,ai-front-desk-for-law-firms-dentists-real-estate,https://adorisedigital.gumroad.com/l/ai-front-desk-for-law-firms-dentists-real-estate,plan_ai_10,https://superprofile.bio/adorisedigital,Attorneys and dentists flooded with tire-kickers while missing high-value retained clients.,"Pre-qualifying legal case merits and insurance coverage politely and legally. | Eliminating no-shows through smart automated WhatsApp and SMS confirmation sequences. | Integrating with Clio, Dentrix, and real estate CRMs for instant conflict checks.",A lawyer's time is billed in six-minute increments. Spending twenty minutes answering the phone to explain you don't take traffic tickets is financial insanity. Let AI gatekeeper your calendar.,,C:\Users\HOME_PC\Downloads\Mini Books\The AI Receptionist Series\05-AI_for_Law_Firms_Dentists_Real_Estate_Bundle.zip,2.23
